Experiment_timestamp, Model_nickname, Backend, GPU_name, GPU_num, Parallel, Model_data_type, Batch, In_token, Out_token, T_prefill(ms), T_decode(ms), THT_decode(token/s), GPU_power(W)
2024.12.05-00:07:09 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 121  , 1       , 2048     , 87.098       , 198270.433  , 1249.848           , 521.258
2024.12.05-00:10:28 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 122  , 1       , 2048     , 87.377       , 198428.858  , 1259.172           , 519.142
2024.12.05-00:13:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 123  , 1       , 2048     , 86.034       , 198341.872  , 1270.050           , 519.891
2024.12.05-00:17:05 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 124  , 1       , 2048     , 87.028       , 198156.503  , 1281.573           , 525.584
2024.12.05-00:20:23 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 125  , 1       , 2048     , 82.806       , 198057.351  , 1292.555           , 526.290
2024.12.05-00:23:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 126  , 1       , 2048     , 88.577       , 198500.908  , 1299.984           , 520.169
2024.12.05-00:27:06 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 127  , 1       , 2048     , 86.453       , 204087.969  , 1274.431           , 531.379
2024.12.05-00:30:31 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 128  , 1       , 2048     , 89.642       , 204429.874  , 1282.317           , 531.385
2024.12.05-00:31:35 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 1    , 1       , 3072     , 20.145       , 63358.777   , 48.486             , 656.366
2024.12.05-00:32:52 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 2    , 1       , 3072     , 25.133       , 77400.437   , 79.379             , 623.227
2024.12.05-00:34:34 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 3    , 1       , 3072     , 31.674       , 102325.146  , 90.066             , 535.097
2024.12.05-00:36:13 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 4    , 1       , 3072     , 31.008       , 98317.391   , 124.983            , 631.623
2024.12.05-00:38:13 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 5    , 1       , 3072     , 39.667       , 120411.223  , 127.563            , 436.986
2024.12.05-00:40:14 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 6    , 1       , 3072     , 39.701       , 120212.729  , 153.328            , 436.905
2024.12.05-00:42:15 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 7    , 1       , 3072     , 39.987       , 120620.700  , 178.278            , 439.923
2024.12.05-00:44:15 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 8    , 1       , 3072     , 40.990       , 120681.635  , 203.643            , 439.964
2024.12.05-00:46:16 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 9    , 1       , 3072     , 40.652       , 120592.840  , 229.267            , 445.142
2024.12.05-00:48:17 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 10   , 1       , 3072     , 40.959       , 120506.995  , 254.923            , 448.954
2024.12.05-00:50:18 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 11   , 1       , 3072     , 41.352       , 120788.546  , 279.762            , 450.076
2024.12.05-00:52:19 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 12   , 1       , 3072     , 41.632       , 120709.454  , 305.394            , 449.520
2024.12.05-00:54:20 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 13   , 1       , 3072     , 41.944       , 120766.665  , 330.687            , 453.063
2024.12.05-00:56:21 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 14   , 1       , 3072     , 42.718       , 121296.883  , 354.568            , 454.018
2024.12.05-00:58:22 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 15   , 1       , 3072     , 43.792       , 121306.489  , 379.864            , 457.362
2024.12.05-01:00:24 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 16   , 1       , 3072     , 43.335       , 121491.681  , 404.571            , 456.013
2024.12.05-01:02:35 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 17   , 1       , 3072     , 47.001       , 131067.702  , 398.451            , 470.738
2024.12.05-01:04:47 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 18   , 1       , 3072     , 47.863       , 131065.840  , 421.895            , 473.105
2024.12.05-01:06:58 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 19   , 1       , 3072     , 46.132       , 131266.868  , 444.651            , 476.920
2024.12.05-01:09:10 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 20   , 1       , 3072     , 48.149       , 131452.194  , 467.394            , 476.260
2024.12.05-01:11:21 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 21   , 1       , 3072     , 48.731       , 131376.956  , 491.045            , 480.854
2024.12.05-01:13:33 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 22   , 1       , 3072     , 48.690       , 131800.700  , 512.774            , 483.765
2024.12.05-01:15:45 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 23   , 1       , 3072     , 49.198       , 131698.084  , 536.500            , 485.854
2024.12.05-01:17:57 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 24   , 1       , 3072     , 49.236       , 132002.436  , 558.535            , 485.336
2024.12.05-01:20:09 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 25   , 1       , 3072     , 49.228       , 132032.241  , 581.676            , 490.915
2024.12.05-01:22:22 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 26   , 1       , 3072     , 50.206       , 132050.669  , 604.859            , 491.783
2024.12.05-01:24:34 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 27   , 1       , 3072     , 50.924       , 132067.045  , 628.045            , 494.345
2024.12.05-01:26:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 28   , 1       , 3072     , 51.220       , 132125.140  , 651.019            , 493.045
2024.12.05-01:28:59 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 29   , 1       , 3072     , 51.845       , 132604.092  , 671.834            , 496.091
2024.12.05-01:31:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 30   , 1       , 3072     , 52.109       , 133144.391  , 692.181            , 496.779
2024.12.05-01:33:26 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 31   , 1       , 3072     , 51.315       , 133207.653  , 714.914            , 498.876
2024.12.05-01:35:39 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 32   , 1       , 3072     , 53.613       , 133192.027  , 738.062            , 496.211
2024.12.05-01:38:01 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 33   , 1       , 3072     , 56.311       , 141536.470  , 716.254            , 530.493
2024.12.05-01:40:27 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 34   , 1       , 3072     , 53.908       , 146063.217  , 715.088            , 518.965
2024.12.05-01:42:53 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 35   , 1       , 3072     , 55.242       , 146000.586  , 736.435            , 521.605
2024.12.05-01:45:20 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 36   , 1       , 3072     , 57.394       , 146202.434  , 756.431            , 520.860
2024.12.05-01:47:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 37   , 1       , 3072     , 55.713       , 146462.537  , 776.062            , 525.007
2024.12.05-01:50:13 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 38   , 1       , 3072     , 57.788       , 146484.493  , 796.917            , 526.071
2024.12.05-01:52:40 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 39   , 1       , 3072     , 57.764       , 146666.533  , 816.873            , 529.083
2024.12.05-01:55:07 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 40   , 1       , 3072     , 57.071       , 146861.804  , 836.705            , 529.550
2024.12.05-01:57:34 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 41   , 1       , 3072     , 59.200       , 147012.659  , 856.743            , 532.530
2024.12.05-02:00:01 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 42   , 1       , 3072     , 59.773       , 147110.164  , 877.057            , 535.761
2024.12.05-02:02:28 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 43   , 1       , 3072     , 58.582       , 147004.902  , 898.582            , 536.594
2024.12.05-02:04:56 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 44   , 1       , 3072     , 56.738       , 147294.152  , 917.674            , 537.236
2024.12.05-02:07:24 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 45   , 1       , 3072     , 58.997       , 147346.065  , 938.199            , 541.552
2024.12.05-02:09:51 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 46   , 1       , 3072     , 58.798       , 147394.687  , 958.732            , 545.142
2024.12.05-02:12:19 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 47   , 1       , 3072     , 60.246       , 147612.848  , 978.126            , 547.474
2024.12.05-02:14:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 48   , 1       , 3072     , 59.532       , 146752.734  , 1004.792           , 553.291
2024.12.05-02:17:14 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 49   , 1       , 3072     , 60.257       , 147792.977  , 1018.506           , 549.849
2024.12.05-02:19:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 50   , 1       , 3072     , 60.895       , 151741.386  , 1012.249           , 539.756
2024.12.05-02:22:18 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 51   , 1       , 3072     , 61.258       , 151680.554  , 1032.908           , 541.104
2024.12.05-02:24:50 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 52   , 1       , 3072     , 59.513       , 152060.549  , 1050.529           , 541.111
2024.12.05-02:27:22 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 53   , 1       , 3072     , 59.596       , 152195.060  , 1069.785           , 545.884
2024.12.05-02:29:55 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 54   , 1       , 3072     , 61.104       , 152174.396  , 1090.118           , 548.054
2024.12.05-02:32:28 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 55   , 1       , 3072     , 60.275       , 152583.944  , 1107.325           , 550.020
2024.12.05-02:35:00 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 56   , 1       , 3072     , 63.926       , 152626.808  , 1127.141           , 546.094
2024.12.05-02:37:33 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 57   , 1       , 3072     , 63.021       , 152805.994  , 1145.924           , 550.801
2024.12.05-02:40:07 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 58   , 1       , 3072     , 63.786       , 153097.293  , 1163.809           , 553.528
2024.12.05-02:42:40 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 59   , 1       , 3072     , 63.406       , 152982.875  , 1184.760           , 554.465
2024.12.05-02:45:14 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 60   , 1       , 3072     , 61.925       , 153471.419  , 1201.005           , 553.050
2024.12.05-02:47:47 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 61   , 1       , 3072     , 64.326       , 153686.081  , 1219.317           , 555.794
2024.12.05-02:50:22 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 62   , 1       , 3072     , 62.474       , 153853.166  , 1237.960           , 558.716
2024.12.05-02:52:56 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 63   , 1       , 3072     , 65.630       , 153952.730  , 1257.113           , 559.650
2024.12.05-02:55:30 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 64   , 1       , 3072     , 64.244       , 154298.897  , 1274.202           , 557.026
2024.12.05-02:58:29 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 65   , 1       , 3072     , 74.734       , 178148.750  , 1120.861           , 582.811
2024.12.05-03:01:27 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 66   , 1       , 3072     , 73.890       , 178448.938  , 1136.191           , 580.888
2024.12.05-03:04:29 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 67   , 1       , 3072     , 72.799       , 181723.811  , 1132.620           , 574.278
2024.12.05-03:07:31 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 68   , 1       , 3072     , 76.377       , 181533.936  , 1150.727           , 572.267
2024.12.05-03:10:34 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 69   , 1       , 3072     , 75.219       , 183093.688  , 1157.702           , 573.351
2024.12.05-03:13:37 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 70   , 1       , 3072     , 75.844       , 182008.500  , 1181.483           , 577.454
2024.12.05-03:16:39 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 71   , 1       , 3072     , 76.454       , 182223.967  , 1196.945           , 578.952
2024.12.05-03:19:41 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 72   , 1       , 3072     , 75.956       , 181371.559  , 1219.508           , 579.962
2024.12.05-03:22:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 73   , 1       , 3072     , 77.472       , 181278.903  , 1237.077           , 582.151
2024.12.05-03:25:45 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 74   , 1       , 3072     , 76.892       , 182058.280  , 1248.655           , 583.334
2024.12.05-03:29:50 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 75   , 1       , 3072     , 77.029       , 245558.939  , 938.268            , 614.739
2024.12.05-03:34:10 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 76   , 1       , 3072     , 78.364       , 259324.839  , 900.307            , 599.712
2024.12.05-03:38:55 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 77   , 1       , 3072     , 79.156       , 284457.438  , 831.562            , 563.894
2024.12.05-03:43:36 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 78   , 1       , 3072     , 78.622       , 280485.878  , 854.289            , 612.590
2024.12.05-03:48:38 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 79   , 1       , 3072     , 80.144       , 302331.169  , 802.722            , 499.802
2024.12.05-03:53:41 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 80   , 1       , 3072     , 77.352       , 302271.366  , 813.044            , 505.062
2024.12.05-03:58:43 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 81   , 1       , 3072     , 76.880       , 302378.182  , 822.917            , 508.465
2024.12.05-04:03:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 82   , 1       , 3072     , 79.917       , 302220.145  , 833.512            , 508.831
2024.12.05-04:08:49 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 83   , 1       , 3072     , 77.996       , 302825.317  , 841.990            , 507.349
2024.12.05-04:13:52 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 84   , 1       , 3072     , 78.843       , 302904.813  , 851.911            , 509.893
2024.12.05-04:18:55 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 85   , 1       , 3072     , 81.129       , 303008.996  , 861.757            , 508.108
2024.12.05-04:23:59 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 86   , 1       , 3072     , 77.409       , 302898.622  , 872.213            , 508.941
2024.12.05-04:29:01 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 87   , 1       , 3072     , 78.261       , 302483.332  , 883.566            , 513.220
2024.12.05-04:34:05 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 88   , 1       , 3072     , 78.362       , 303420.326  , 890.962            , 511.199
2024.12.05-04:39:09 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 89   , 1       , 3072     , 82.105       , 303445.739  , 901.011            , 512.521
2024.12.05-04:44:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 90   , 1       , 3072     , 80.101       , 303266.461  , 911.674            , 511.147
2024.12.05-04:49:26 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 91   , 1       , 3072     , 78.620       , 313347.192  , 892.148            , 518.881
2024.12.05-04:54:39 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 92   , 1       , 3072     , 83.502       , 312880.779  , 903.296            , 525.073
2024.12.05-04:59:53 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 93   , 1       , 3072     , 81.238       , 313497.356  , 911.319            , 524.088
2024.12.05-05:05:06 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 94   , 1       , 3072     , 79.326       , 312985.487  , 922.624            , 524.998
2024.12.05-05:10:19 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 95   , 1       , 3072     , 84.895       , 312922.980  , 932.626            , 524.788
2024.12.05-05:15:34 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 96   , 1       , 3072     , 81.919       , 314202.518  , 938.605            , 525.188
2024.12.05-05:20:48 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 97   , 1       , 3072     , 82.099       , 313998.276  , 948.999            , 526.791
2024.12.05-05:26:02 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 98   , 1       , 3072     , 82.961       , 313717.227  , 959.641            , 529.491
2024.12.05-05:31:16 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 99   , 1       , 3072     , 83.988       , 313879.231  , 968.933            , 530.681
2024.12.05-05:36:30 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 100  , 1       , 3072     , 80.696       , 313785.929  , 979.011            , 532.373
2024.12.05-05:41:45 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 101  , 1       , 3072     , 87.537       , 314219.432  , 987.437            , 531.654
2024.12.05-05:47:00 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 102  , 1       , 3072     , 83.780       , 314965.002  , 994.853            , 527.570
2024.12.05-05:52:15 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 103  , 1       , 3072     , 88.870       , 314553.911  , 1005.920           , 530.386
2024.12.05-05:57:30 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 104  , 1       , 3072     , 84.780       , 315353.220  , 1013.112           , 531.496
2024.12.05-06:02:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 105  , 1       , 3072     , 82.854       , 315026.615  , 1023.913           , 530.341
2024.12.05-06:08:01 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 106  , 1       , 3072     , 87.241       , 315011.697  , 1033.714           , 532.993
2024.12.05-06:13:24 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 107  , 1       , 3072     , 83.130       , 323150.433  , 1017.186           , 553.199
2024.12.05-06:18:53 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 108  , 1       , 3072     , 87.656       , 328010.813  , 1011.479           , 541.392
2024.12.05-06:24:20 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 109  , 1       , 3072     , 87.913       , 327557.400  , 1022.257           , 546.843
2024.12.05-06:29:48 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 110  , 1       , 3072     , 93.121       , 327113.160  , 1033.037           , 546.765
2024.12.05-06:35:17 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 111  , 1       , 3072     , 90.264       , 328458.174  , 1038.160           , 546.577
2024.12.05-06:40:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 112  , 1       , 3072     , 86.234       , 328613.953  , 1047.016           , 546.885
2024.12.05-06:46:15 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 113  , 1       , 3072     , 88.544       , 328950.644  , 1055.283           , 547.056
2024.12.05-06:51:44 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 114  , 1       , 3072     , 92.911       , 328859.933  , 1064.915           , 545.804
2024.12.05-06:57:13 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 115  , 1       , 3072     , 85.586       , 329119.852  , 1073.408           , 548.960
2024.12.05-07:02:43 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 116  , 1       , 3072     , 91.627       , 329272.310  , 1082.241           , 550.159
2024.12.05-07:08:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 117  , 1       , 3072     , 95.240       , 329133.729  , 1092.030           , 550.480
2024.12.05-07:13:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 118  , 1       , 3072     , 91.271       , 329520.729  , 1100.070           , 549.938
2024.12.05-07:19:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 119  , 1       , 3072     , 86.733       , 329290.924  , 1110.167           , 552.174
2024.12.05-07:24:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 120  , 1       , 3072     , 95.138       , 329647.268  , 1118.286           , 552.651
2024.12.05-07:30:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 121  , 1       , 3072     , 88.682       , 329757.787  , 1127.227           , 553.797
2024.12.05-07:35:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 122  , 1       , 3072     , 91.367       , 329706.790  , 1136.719           , 554.569
2024.12.05-07:41:12 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 123  , 1       , 3072     , 95.116       , 329923.852  , 1145.282           , 555.902
2024.12.05-07:46:46 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 124  , 1       , 3072     , 94.772       , 333688.259  , 1141.568           , 550.840
2024.12.05-07:52:20 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 125  , 1       , 3072     , 93.146       , 333633.010  , 1150.965           , 552.203
2024.12.05-07:57:54 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 126  , 1       , 3072     , 94.169       , 333794.206  , 1159.613           , 550.648
2024.12.05-08:03:29 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 127  , 1       , 3072     , 94.131       , 334354.994  , 1166.856           , 553.170
2024.12.05-08:09:03 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 128  , 1       , 3072     , 96.902       , 334339.848  , 1176.097           , 554.069
2024.12.05-08:10:55 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 1    , 1       , 5120     , 20.224       , 111844.230  , 45.778             , 634.611
2024.12.05-08:13:11 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 2    , 1       , 5120     , 25.269       , 135176.215  , 75.753             , 608.500
2024.12.05-08:16:14 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 3    , 1       , 5120     , 32.109       , 183022.313  , 83.924             , 524.756
2024.12.05-08:19:10 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 4    , 1       , 5120     , 30.989       , 176574.495  , 115.985            , 617.363
2024.12.05-08:22:37 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 5    , 1       , 5120     , 40.143       , 206253.185  , 124.119            , 429.033
2024.12.05-08:26:03 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 6    , 1       , 5120     , 40.833       , 205636.448  , 149.390            , 433.125
2024.12.05-08:29:29 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 7    , 1       , 5120     , 40.505       , 206508.276  , 173.552            , 437.845
2024.12.05-08:32:56 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 8    , 1       , 5120     , 40.799       , 206474.342  , 198.378            , 439.447
2024.12.05-08:36:22 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 9    , 1       , 5120     , 41.386       , 206036.067  , 223.650            , 446.464
2024.12.05-08:39:48 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 10   , 1       , 5120     , 41.756       , 206069.400  , 248.460            , 450.190
2024.12.05-08:43:15 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 11   , 1       , 5120     , 42.445       , 206336.258  , 272.953            , 453.720
2024.12.05-08:46:42 , llama3.1_70b  , trtllm , H800    , 1      , TP1PP1  , W4A16KV8G128   , 12   , 1       , 5120     , 42.585       , 206675.993  , 297.277            , 454.251
