Experiment_timestamp, Model_nickname, Backend, GPU_name, GPU_num, Parallel, Model_data_type, Batch, In_token, Out_token, T_prefill(ms), T_decode(ms), THT_decode(token/s), GPU_power(W)
2024.12.04-03:36:59 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 90   , 1       , 1152     , 123.112      , 129530.169  , 800.431            , 397.946
2024.12.04-03:39:09 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 91   , 1       , 1152     , 120.993      , 129639.280  , 808.644            , 396.629
2024.12.04-03:41:20 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 92   , 1       , 1152     , 121.023      , 130084.056  , 814.735            , 397.205
2024.12.04-03:43:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 93   , 1       , 1152     , 123.912      , 130250.284  , 822.539            , 397.001
2024.12.04-03:45:41 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 94   , 1       , 1152     , 121.524      , 130402.648  , 830.413            , 397.820
2024.12.04-03:47:53 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 95   , 1       , 1152     , 123.157      , 131105.703  , 834.746            , 397.002
2024.12.04-03:50:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 96   , 1       , 1152     , 122.475      , 131061.290  , 843.819            , 397.440
2024.12.04-03:52:16 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 97   , 1       , 1152     , 122.346      , 131278.435  , 851.198            , 397.832
2024.12.04-03:54:28 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 98   , 1       , 1152     , 124.333      , 131720.558  , 857.087            , 397.422
2024.12.04-03:56:40 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 99   , 1       , 1152     , 126.511      , 131759.801  , 865.575            , 397.315
2024.12.04-03:58:53 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 100  , 1       , 1152     , 124.045      , 132033.783  , 872.504            , 398.343
2024.12.04-04:01:05 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 101  , 1       , 1152     , 125.451      , 132369.611  , 878.993            , 397.660
2024.12.04-04:03:18 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 102  , 1       , 1152     , 125.445      , 132492.477  , 886.873            , 398.153
2024.12.04-04:05:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 103  , 1       , 1152     , 144.149      , 132614.820  , 894.742            , 397.577
2024.12.04-04:07:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 104  , 1       , 1152     , 124.937      , 133149.531  , 899.800            , 397.273
2024.12.04-04:09:58 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 105  , 1       , 1152     , 126.960      , 132926.274  , 909.978            , 397.066
2024.12.04-04:12:12 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 106  , 1       , 1152     , 123.742      , 133096.711  , 917.468            , 397.339
2024.12.04-04:14:26 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 107  , 1       , 1152     , 127.259      , 133742.835  , 921.649            , 398.127
2024.12.04-04:16:40 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 108  , 1       , 1152     , 126.798      , 133449.015  , 932.311            , 397.671
2024.12.04-04:18:54 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 109  , 1       , 1152     , 127.894      , 134193.512  , 935.723            , 397.954
2024.12.04-04:21:09 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 110  , 1       , 1152     , 127.145      , 134580.293  , 941.594            , 397.842
2024.12.04-04:23:24 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 111  , 1       , 1152     , 127.227      , 134355.273  , 951.745            , 397.867
2024.12.04-04:25:39 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 112  , 1       , 1152     , 128.801      , 134815.745  , 957.040            , 397.840
2024.12.04-04:27:55 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 113  , 1       , 1152     , 129.781      , 134811.766  , 965.613            , 398.243
2024.12.04-04:30:10 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 114  , 1       , 1152     , 128.221      , 135172.889  , 971.556            , 397.922
2024.12.04-04:32:26 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 115  , 1       , 1152     , 130.555      , 135319.523  , 979.016            , 397.647
2024.12.04-04:34:41 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 116  , 1       , 1152     , 131.316      , 135136.527  , 988.867            , 398.262
2024.12.04-04:36:58 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 117  , 1       , 1152     , 130.256      , 135871.135  , 991.999            , 397.523
2024.12.04-04:39:14 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 118  , 1       , 1152     , 131.446      , 135824.975  , 1000.817           , 398.666
2024.12.04-04:41:30 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 119  , 1       , 1152     , 127.905      , 135937.813  , 1008.461           , 398.269
2024.12.04-04:43:47 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 120  , 1       , 1152     , 128.690      , 136514.076  , 1012.643           , 397.855
2024.12.04-04:46:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 121  , 1       , 1152     , 127.446      , 136377.601  , 1022.103           , 398.343
2024.12.04-04:48:22 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 122  , 1       , 1152     , 130.997      , 137267.050  , 1023.873           , 398.093
2024.12.04-04:50:39 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 123  , 1       , 1152     , 134.630      , 137216.370  , 1032.646           , 397.112
2024.12.04-04:52:57 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 124  , 1       , 1152     , 130.088      , 137274.912  , 1040.598           , 397.604
2024.12.04-04:55:15 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 125  , 1       , 1152     , 148.382      , 137916.539  , 1044.110           , 397.115
2024.12.04-04:57:33 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 126  , 1       , 1152     , 131.473      , 137517.402  , 1055.517           , 398.291
2024.12.04-04:59:52 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 127  , 1       , 1152     , 135.438      , 138012.327  , 1060.079           , 397.481
2024.12.04-05:02:10 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 128  , 1       , 1152     , 133.827      , 138018.376  , 1068.379           , 397.241
2024.12.04-05:02:56 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 1    , 1       , 1280     , 37.136       , 46084.329   , 27.775             , 336.006
2024.12.04-05:03:42 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 2    , 1       , 1280     , 33.160       , 44913.527   , 56.998             , 394.556
2024.12.04-05:04:30 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 3    , 1       , 1280     , 37.080       , 48502.725   , 79.171             , 388.013
2024.12.04-05:05:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 4    , 1       , 1280     , 47.592       , 60356.502   , 84.829             , 358.769
2024.12.04-05:06:18 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 5    , 1       , 1280     , 36.361       , 46839.682   , 136.636            , 394.996
2024.12.04-05:07:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 6    , 1       , 1280     , 36.782       , 46705.105   , 164.436            , 390.307
2024.12.04-05:07:52 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 7    , 1       , 1280     , 37.164       , 47307.114   , 189.401            , 395.945
2024.12.04-05:08:39 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 8    , 1       , 1280     , 37.807       , 47250.381   , 216.718            , 393.178
2024.12.04-05:09:26 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 9    , 1       , 1280     , 37.657       , 46862.983   , 245.823            , 394.991
2024.12.04-05:10:14 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 10   , 1       , 1280     , 38.364       , 47402.948   , 270.025            , 392.186
2024.12.04-05:11:02 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 11   , 1       , 1280     , 37.909       , 47640.196   , 295.549            , 393.575
2024.12.04-05:11:50 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 12   , 1       , 1280     , 39.160       , 47812.613   , 321.254            , 395.404
2024.12.04-05:12:38 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 13   , 1       , 1280     , 38.960       , 47902.325   , 347.374            , 394.249
2024.12.04-05:13:27 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 14   , 1       , 1280     , 40.148       , 49685.923   , 360.666            , 395.010
2024.12.04-05:14:17 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 15   , 1       , 1280     , 39.247       , 49724.968   , 386.124            , 397.890
2024.12.04-05:15:07 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 16   , 1       , 1280     , 39.049       , 49996.993   , 409.625            , 391.752
2024.12.04-05:16:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 17   , 1       , 1280     , 45.576       , 56499.952   , 385.133            , 395.358
2024.12.04-05:17:01 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 18   , 1       , 1280     , 44.448       , 56793.344   , 405.681            , 397.841
2024.12.04-05:17:59 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 19   , 1       , 1280     , 45.351       , 57352.430   , 424.045            , 397.328
2024.12.04-05:18:56 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 20   , 1       , 1280     , 45.722       , 57543.161   , 444.883            , 396.825
2024.12.04-05:19:54 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 21   , 1       , 1280     , 46.562       , 57738.899   , 465.544            , 397.976
2024.12.04-05:20:52 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 22   , 1       , 1280     , 47.027       , 57926.914   , 486.130            , 396.846
2024.12.04-05:21:50 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 23   , 1       , 1280     , 47.886       , 58010.267   , 507.496            , 396.669
2024.12.04-05:22:48 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 24   , 1       , 1280     , 46.523       , 57641.540   , 532.949            , 396.106
2024.12.04-05:23:47 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 25   , 1       , 1280     , 47.486       , 58510.948   , 546.906            , 397.677
2024.12.04-05:24:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 26   , 1       , 1280     , 47.775       , 58211.210   , 571.711            , 398.416
2024.12.04-05:25:44 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 27   , 1       , 1280     , 48.508       , 58995.051   , 585.812            , 397.727
2024.12.04-05:26:44 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 28   , 1       , 1280     , 48.435       , 59649.471   , 600.844            , 397.044
2024.12.04-05:27:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 29   , 1       , 1280     , 49.209       , 60233.752   , 616.266            , 397.030
2024.12.04-05:28:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 30   , 1       , 1280     , 48.684       , 60029.992   , 639.680            , 396.646
2024.12.04-05:29:46 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 31   , 1       , 1280     , 49.769       , 60768.797   , 652.967            , 396.164
2024.12.04-05:30:47 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 32   , 1       , 1280     , 49.059       , 60573.297   , 676.206            , 395.212
2024.12.04-05:32:08 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 33   , 1       , 1280     , 66.685       , 80906.104   , 522.087            , 397.421
2024.12.04-05:33:29 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 34   , 1       , 1280     , 67.001       , 81282.171   , 535.419            , 396.673
2024.12.04-05:34:51 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 35   , 1       , 1280     , 66.479       , 81350.967   , 550.700            , 397.174
2024.12.04-05:36:12 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 36   , 1       , 1280     , 65.893       , 81381.403   , 566.223            , 397.266
2024.12.04-05:37:34 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 37   , 1       , 1280     , 68.232       , 81559.338   , 580.682            , 396.494
2024.12.04-05:38:56 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 38   , 1       , 1280     , 68.322       , 82068.647   , 592.675            , 395.834
2024.12.04-05:40:19 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 39   , 1       , 1280     , 67.882       , 82137.712   , 607.760            , 395.389
2024.12.04-05:41:41 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 40   , 1       , 1280     , 68.486       , 82219.584   , 622.723            , 396.107
2024.12.04-05:43:05 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 41   , 1       , 1280     , 69.562       , 83237.367   , 630.486            , 396.301
2024.12.04-05:44:29 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 42   , 1       , 1280     , 69.633       , 83819.469   , 641.378            , 394.957
2024.12.04-05:45:53 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 43   , 1       , 1280     , 70.158       , 84005.022   , 655.199            , 394.833
2024.12.04-05:47:17 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 44   , 1       , 1280     , 70.566       , 84198.770   , 668.893            , 395.562
2024.12.04-05:48:42 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 45   , 1       , 1280     , 69.728       , 84089.545   , 684.984            , 393.865
2024.12.04-05:50:06 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 46   , 1       , 1280     , 71.401       , 84009.834   , 700.870            , 396.849
2024.12.04-05:51:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 47   , 1       , 1280     , 72.249       , 84467.415   , 712.227            , 393.298
2024.12.04-05:52:56 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 48   , 1       , 1280     , 73.160       , 84703.762   , 725.351            , 393.274
2024.12.04-05:54:21 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 49   , 1       , 1280     , 82.907       , 85087.187   , 737.126            , 396.660
2024.12.04-05:55:46 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 50   , 1       , 1280     , 71.950       , 85265.714   , 750.595            , 396.816
2024.12.04-05:57:12 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 51   , 1       , 1280     , 72.276       , 85275.419   , 765.520            , 396.506
2024.12.04-05:58:38 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 52   , 1       , 1280     , 74.896       , 85908.596   , 774.777            , 395.810
2024.12.04-06:00:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 53   , 1       , 1280     , 75.080       , 86107.381   , 787.853            , 396.119
2024.12.04-06:01:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 54   , 1       , 1280     , 73.525       , 86011.382   , 803.615            , 395.996
2024.12.04-06:02:58 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 55   , 1       , 1280     , 73.311       , 87018.181   , 809.026            , 397.200
2024.12.04-06:04:25 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 56   , 1       , 1280     , 74.691       , 87316.458   , 820.922            , 395.160
2024.12.04-06:05:53 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 57   , 1       , 1280     , 76.200       , 87313.839   , 835.606            , 395.907
2024.12.04-06:07:21 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 58   , 1       , 1280     , 73.532       , 87707.710   , 846.448            , 396.428
2024.12.04-06:08:49 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 59   , 1       , 1280     , 73.032       , 87797.944   , 860.157            , 394.884
2024.12.04-06:10:17 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 60   , 1       , 1280     , 74.211       , 88034.172   , 872.389            , 396.888
2024.12.04-06:11:46 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 61   , 1       , 1280     , 73.939       , 88509.295   , 882.167            , 397.353
2024.12.04-06:13:15 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 62   , 1       , 1280     , 73.584       , 88686.166   , 894.841            , 397.957
2024.12.04-06:14:44 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 63   , 1       , 1280     , 75.002       , 88746.084   , 908.660            , 395.926
2024.12.04-06:16:13 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 64   , 1       , 1280     , 75.563       , 88950.765   , 920.959            , 395.145
2024.12.04-06:18:32 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 65   , 1       , 1280     , 133.356      , 138389.472  , 601.202            , 397.060
2024.12.04-06:20:51 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 66   , 1       , 1280     , 113.563      , 138285.765  , 610.909            , 396.893
2024.12.04-06:23:10 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 67   , 1       , 1280     , 115.882      , 139129.806  , 616.403            , 397.716
2024.12.04-06:25:30 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 68   , 1       , 1280     , 117.686      , 139639.189  , 623.321            , 397.660
2024.12.04-06:27:51 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 69   , 1       , 1280     , 115.286      , 140402.058  , 629.051            , 398.766
2024.12.04-06:30:12 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 70   , 1       , 1280     , 118.587      , 140298.850  , 638.637            , 396.892
2024.12.04-06:32:33 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 71   , 1       , 1280     , 117.743      , 140854.429  , 645.205            , 397.846
2024.12.04-06:34:54 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 72   , 1       , 1280     , 115.592      , 140364.721  , 656.575            , 397.713
2024.12.04-06:37:15 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 73   , 1       , 1280     , 118.056      , 141017.694  , 662.612            , 397.943
2024.12.04-06:39:36 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 74   , 1       , 1280     , 118.049      , 140845.373  , 672.511            , 397.547
2024.12.04-06:41:58 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 75   , 1       , 1280     , 117.964      , 141301.098  , 679.400            , 397.640
2024.12.04-06:44:20 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 76   , 1       , 1280     , 119.144      , 141710.153  , 686.472            , 397.201
2024.12.04-06:46:42 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 77   , 1       , 1280     , 119.304      , 141594.852  , 696.071            , 396.806
2024.12.04-06:49:04 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 78   , 1       , 1280     , 118.177      , 141969.323  , 703.251            , 397.664
2024.12.04-06:51:27 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 79   , 1       , 1280     , 117.052      , 142022.151  , 712.002            , 396.894
2024.12.04-06:53:49 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 80   , 1       , 1280     , 122.398      , 142192.102  , 720.153            , 397.394
2024.12.04-06:56:12 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 81   , 1       , 1280     , 120.314      , 142345.592  , 728.368            , 397.147
2024.12.04-06:58:36 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 82   , 1       , 1280     , 120.791      , 143514.256  , 731.356            , 397.905
2024.12.04-07:01:00 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 83   , 1       , 1280     , 119.434      , 143262.675  , 741.575            , 397.514
2024.12.04-07:03:24 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 84   , 1       , 1280     , 119.710      , 143918.915  , 747.087            , 398.279
2024.12.04-07:05:48 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 85   , 1       , 1280     , 119.029      , 143850.034  , 756.343            , 398.038
2024.12.04-07:08:13 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 86   , 1       , 1280     , 119.645      , 144384.339  , 762.410            , 397.514
2024.12.04-07:10:38 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 87   , 1       , 1280     , 122.047      , 144511.016  , 770.599            , 398.113
2024.12.04-07:13:03 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 88   , 1       , 1280     , 120.604      , 144506.536  , 779.480            , 396.776
2024.12.04-07:15:27 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 89   , 1       , 1280     , 121.799      , 144526.686  , 788.228            , 398.007
2024.12.04-07:17:53 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 90   , 1       , 1280     , 120.875      , 144920.312  , 794.920            , 398.008
2024.12.04-07:20:19 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 91   , 1       , 1280     , 123.770      , 145384.980  , 801.183            , 397.201
2024.12.04-07:22:44 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 92   , 1       , 1280     , 122.478      , 144942.507  , 812.460            , 397.808
2024.12.04-07:25:10 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 93   , 1       , 1280     , 124.054      , 145696.540  , 817.041            , 398.012
2024.12.04-07:27:36 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 94   , 1       , 1280     , 121.462      , 145654.772  , 826.063            , 397.729
2024.12.04-07:30:03 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 95   , 1       , 1280     , 122.048      , 146805.780  , 828.305            , 397.117
2024.12.04-07:32:31 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 96   , 1       , 1280     , 125.357      , 146891.268  , 836.537            , 397.749
2024.12.04-07:34:58 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 97   , 1       , 1280     , 121.746      , 147060.145  , 844.280            , 397.944
2024.12.04-07:37:26 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 98   , 1       , 1280     , 125.970      , 147404.420  , 850.992            , 398.019
2024.12.04-07:39:54 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 99   , 1       , 1280     , 125.314      , 147408.873  , 859.650            , 397.962
2024.12.04-07:42:22 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 100  , 1       , 1280     , 126.445      , 148058.461  , 864.523            , 397.049
2024.12.04-07:44:50 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 101  , 1       , 1280     , 127.908      , 147722.342  , 875.155            , 397.385
2024.12.04-07:47:19 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 102  , 1       , 1280     , 125.608      , 148494.283  , 879.226            , 397.344
2024.12.04-07:49:48 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 103  , 1       , 1280     , 126.883      , 148262.945  , 889.231            , 397.318
2024.12.04-07:52:17 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 104  , 1       , 1280     , 126.295      , 148774.392  , 894.778            , 397.722
2024.12.04-07:54:46 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 105  , 1       , 1280     , 127.953      , 148469.406  , 905.237            , 397.715
2024.12.04-07:57:15 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 106  , 1       , 1280     , 124.695      , 149182.727  , 909.489            , 397.143
2024.12.04-07:59:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 107  , 1       , 1280     , 127.004      , 148931.839  , 919.615            , 397.282
2024.12.04-08:02:15 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 108  , 1       , 1280     , 126.174      , 149541.654  , 924.425            , 397.528
2024.12.04-08:04:45 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 109  , 1       , 1280     , 128.207      , 149742.277  , 931.734            , 397.859
2024.12.04-08:07:16 , llama3.1_70b  , trtllm , A100    , 1      , TP1PP1  , W4A16KV8G128   , 110  , 1       , 1280     , 128.225      , 150518.868  , 935.431            , 398.126
